record_id,span_id,flow,hs_code,description,first_period,last_period,value_cad,family_id,family_anchor_code,family_anchor_first_traded,family_size,family_commodities,family_display_number,family_codes
IMR-3004900079-200201,imports:3004.90.00.79:2002-01,imports,3004.90.00.79,"Medicaments, nes, for human use, in dosage",200201,201112,17171820852,IM-3004909100-198801,3004.90.91.00,198801,4,4,44,3004.90.00.20;3004.90.00.79;3004.90.91.00;3004.90.99.89
IMR-3004900079-201201,imports:3004.90.00.79:2012-01,imports,3004.90.00.79,"Other medicaments, for human use, in dosage, nes",201201,201612,9966430990,IM-3004909100-198801,3004.90.91.00,198801,4,4,44,3004.90.00.20;3004.90.00.79;3004.90.91.00;3004.90.99.89
IMR-3004900079-201701,imports:3004.90.00.79:2017-01,imports,3004.90.00.79,"Medicaments,for human use,in doses/packings f retail sale,o/t No 30.02/05/06,nes",201701,202606,29360292974,IM-3004909100-198801,3004.90.91.00,198801,4,4,44,3004.90.00.20;3004.90.00.79;3004.90.91.00;3004.90.99.89
IMR-3004900081-199801,imports:3004.90.00.81:1998-01,imports,3004.90.00.81,"Anaesthetic, for veterinary use, in dosage",199801,201112,17659861,IM-3004909991-198801,3004.90.99.91,198801,7,7,57,3004.90.00.81;3004.90.00.89;3004.90.00.90;3004.90.99.91;3004.90.99.92;3004.90.99.93;3004.90.99.99
IMR-3004900089-199801,imports:3004.90.00.89:1998-01,imports,3004.90.00.89,"Medicaments nes, for veterinary use, in dosage",199801,200112,429062287,IM-3004909991-198801,3004.90.99.91,198801,7,7,57,3004.90.00.81;3004.90.00.89;3004.90.00.90;3004.90.99.91;3004.90.99.92;3004.90.99.93;3004.90.99.99
IMR-3004900089-200201,imports:3004.90.00.89:2002-01,imports,3004.90.00.89,"Medicaments, nes, for veterinary use, in dosage",200201,201112,1366683108,IM-3004909991-198801,3004.90.99.91,198801,7,7,57,3004.90.00.81;3004.90.00.89;3004.90.00.90;3004.90.99.91;3004.90.99.92;3004.90.99.93;3004.90.99.99
IMR-3004900090-201201,imports:3004.90.00.90:2012-01,imports,3004.90.00.90,"Other medicaments, for veterinary use, in dosage, nes",201201,201612,1865267778,IM-3004909991-198801,3004.90.99.91,198801,7,7,57,3004.90.00.81;3004.90.00.89;3004.90.00.90;3004.90.99.91;3004.90.99.92;3004.90.99.93;3004.90.99.99
IMR-3004900090-201701,imports:3004.90.00.90:2017-01,imports,3004.90.00.90,"Medicaments,f veterinary use,doses/packings f retail sale,o/t No 30.02/05/06,nes",201701,202606,10296642182,IM-3004909991-198801,3004.90.99.91,198801,7,7,57,3004.90.00.81;3004.90.00.89;3004.90.00.90;3004.90.99.91;3004.90.99.92;3004.90.99.93;3004.90.99.99
IMR-3004901010-198801,imports:3004.90.10.10:1988-01,imports,3004.90.10.10,"Mixtures of amino acids, nes, in dosage",198801,199712,27832591,IM-3004901010-198801,3004.90.10.10,198801,2,2,41,3004.90.00.11;3004.90.10.10
IMR-3004901020-198801,imports:3004.90.10.20:1988-01,imports,3004.90.10.20,"Dextrose (glucose) & levulose (fructose) solutions, in dosage",198801,198912,11472011,IM-3004901020-198801,3004.90.10.20,198801,2,2,42,3004.90.00.12;3004.90.10.20
IMR-3004901020-199001,imports:3004.90.10.20:1990-01,imports,3004.90.10.20,"Dextrose (glucose) solutions, in dosage",199001,199712,53097820,IM-3004901020-198801,3004.90.10.20,198801,2,2,42,3004.90.00.12;3004.90.10.20
IMR-3004901090-198801,imports:3004.90.10.90:1988-01,imports,3004.90.10.90,"Mx of amino acids & protein hydrolysates, etc, in dosage",198801,199712,40955791,IM-3004901090-198801,3004.90.10.90,198801,2,2,43,3004.90.00.19;3004.90.10.90
IMR-3004909100-198801,imports:3004.90.91.00:1988-01,imports,3004.90.91.00,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",198801,199712,7663951,IM-3004909100-198801,3004.90.91.00,198801,4,4,44,3004.90.00.20;3004.90.00.79;3004.90.91.00;3004.90.99.89
IMR-3004909911-198801,imports:3004.90.99.11:1988-01,imports,3004.90.99.11,"Analgesics, for human use, in dosage",198801,199712,226805033,IM-3004909911-198801,3004.90.99.11,198801,3,3,45,3004.90.00.22;3004.90.00.31;3004.90.99.11
IMR-3004909912-198801,imports:3004.90.99.12:1988-01,imports,3004.90.99.12,"Antidepressants & tranquilizers, for human use, in dosage",198801,199712,405662933,IM-3004909912-198801,3004.90.99.12,198801,3,3,46,3004.90.00.23;3004.90.00.32;3004.90.99.12
IMR-3004909913-198801,imports:3004.90.99.13:1988-01,imports,3004.90.99.13,"Antihypertensive agents, for human use, in dosage",198801,199712,369413385,IM-3004909913-198801,3004.90.99.13,198801,3,3,47,3004.90.00.24;3004.90.00.33;3004.90.99.13
IMR-3004909914-198801,imports:3004.90.99.14:1988-01,imports,3004.90.99.14,"Antihistamines agents, for human use, in dosage",198801,199712,61924264,IM-3004909914-198801,3004.90.99.14,198801,3,3,48,3004.90.00.25;3004.90.00.34;3004.90.99.14
IMR-3004909915-199001,imports:3004.90.99.15:1990-01,imports,3004.90.99.15,"Medicaments, for human use, acting on the nervous system, in dosage, nes",199001,199712,116976986,IM-3004909915-199001,3004.90.99.15,199001,3,3,81,3004.90.00.26;3004.90.00.35;3004.90.99.15
IMR-3004909916-199004,imports:3004.90.99.16:1990-04,imports,3004.90.99.16,"Local anaesthetics, for human use, in dosage",199004,199712,23048265,IM-3004909916-199004,3004.90.99.16,199004,3,3,89,3004.90.00.27;3004.90.00.36;3004.90.99.16
IMR-3004909919-198801,imports:3004.90.99.19:1988-01,imports,3004.90.99.19,"Medicaments, for human use, acting on the central nervous system, in dosage, nes",198801,199712,492424909,IM-3004909919-198801,3004.90.99.19,198801,3,3,49,3004.90.00.29;3004.90.00.39;3004.90.99.19
IMR-3004909921-198801,imports:3004.90.99.21:1988-01,imports,3004.90.99.21,"Histamine H2 receptor antagonist, for human use, in dosage",198801,199712,270583468,IM-3004909921-198801,3004.90.99.21,198801,4,4,50,3004.90.00.41;3004.90.00.49;3004.90.99.21;3004.90.99.29
IMR-3004909922-199001,imports:3004.90.99.22:1990-01,imports,3004.90.99.22,"Laxatives, for human use, in dosage",199001,199712,69723767,IM-3004909922-199001,3004.90.99.22,199001,2,2,82,3004.90.00.42;3004.90.99.22
IMR-3004909923-199001,imports:3004.90.99.23:1990-01,imports,3004.90.99.23,"Antacids, for human use, in dosage",199001,199712,67925751,IM-3004909923-199001,3004.90.99.23,199001,2,2,83,3004.90.00.43;3004.90.99.23
IMR-3004909929-198801,imports:3004.90.99.29:1988-01,imports,3004.90.99.29,"Gastro-intestinal agents, for human use, in dosage, nes",198801,199712,665980987,IM-3004909921-198801,3004.90.99.21,198801,4,4,50,3004.90.00.41;3004.90.00.49;3004.90.99.21;3004.90.99.29
IMR-3004909930-198801,imports:3004.90.99.30:1988-01,imports,3004.90.99.30,"Medicaments, for human use, acting on the cardio-vascular system, in dosage",198801,199712,1142787624,IM-3004909930-198801,3004.90.99.30,198801,2,2,51,3004.90.00.50;3004.90.99.30
IMR-3004909940-198801,imports:3004.90.99.40:1988-01,imports,3004.90.99.40,"Anti-infective agents, for human use, in dosage",198801,198912,45447503,IM-3004909940-198801,3004.90.99.40,198801,3,3,52,3004.90.00.69;3004.90.99.40;3004.90.99.49
IMR-3004909941-199001,imports:3004.90.99.41:1990-01,imports,3004.90.99.41,"Anti-infective agents, containing sulfonamides, for human use, in dosage",199001,199712,15348385,IM-3004909941-199001,3004.90.99.41,199001,2,2,84,3004.90.00.61;3004.90.99.41
IMR-3004909949-199001,imports:3004.90.99.49:1990-01,imports,3004.90.99.49,"Anti-infective agents, for human use, in dosage, nes",199001,199712,526326356,IM-3004909940-198801,3004.90.99.40,198801,3,3,52,3004.90.00.69;3004.90.99.40;3004.90.99.49
IMR-3004909950-198801,imports:3004.90.99.50:1988-01,imports,3004.90.99.50,"Haematological agents, for human use, in dosage",198801,199712,148659591,IM-3004909950-198801,3004.90.99.50,198801,2,2,53,3004.90.00.71;3004.90.99.50
IMR-3004909960-198801,imports:3004.90.99.60:1988-01,imports,3004.90.99.60,"Antineoplastic agents, for human use, in dosage",198801,199712,367961271,IM-3004909960-198801,3004.90.99.60,198801,2,2,54,3004.90.00.72;3004.90.99.60
IMR-3004909971-199001,imports:3004.90.99.71:1990-01,imports,3004.90.99.71,"Cough/cold preparations, for human use, in dosage",199001,199712,97818164,IM-3004909971-199001,3004.90.99.71,199001,2,2,85,3004.90.00.73;3004.90.99.71
IMR-3004909979-199001,imports:3004.90.99.79:1990-01,imports,3004.90.99.79,"Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes",199001,199712,171116815,IM-3004909979-199001,3004.90.99.79,199001,2,2,86,3004.90.00.74;3004.90.99.79
IMR-3004909981-198801,imports:3004.90.99.81:1988-01,imports,3004.90.99.81,"Diuretics, for human use, in dosage",198801,199712,41243804,IM-3004909981-198801,3004.90.99.81,198801,2,2,55,3004.90.00.75;3004.90.99.81
IMR-3004909982-198801,imports:3004.90.99.82:1988-01,imports,3004.90.99.82,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",198801,199712,73229634,IM-3004909982-198801,3004.90.99.82,198801,2,2,56,3004.90.00.76;3004.90.99.82
IMR-3004909983-199001,imports:3004.90.99.83:1990-01,imports,3004.90.99.83,"Dermatological agents, for human use, in dosage",199001,199712,146213780,IM-3004909983-199001,3004.90.99.83,199001,2,2,87,3004.90.00.77;3004.90.99.83
IMR-3004909984-199001,imports:3004.90.99.84:1990-01,imports,3004.90.99.84,"Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage",199001,199712,2455445,IM-3004909984-199001,3004.90.99.84,199001,2,2,88,3004.90.00.78;3004.90.99.84
IMR-3004909989-198801,imports:3004.90.99.89:1988-01,imports,3004.90.99.89,"Medicaments nes, for human use, in dosage",198801,199712,1883788320,IM-3004909100-198801,3004.90.91.00,198801,4,4,44,3004.90.00.20;3004.90.00.79;3004.90.91.00;3004.90.99.89
IMR-3004909991-198801,imports:3004.90.99.91:1988-01,imports,3004.90.99.91,"Anaesthetic, for veterinary use, in dosage",198801,199712,4778034,IM-3004909991-198801,3004.90.99.91,198801,7,7,57,3004.90.00.81;3004.90.00.89;3004.90.00.90;3004.90.99.91;3004.90.99.92;3004.90.99.93;3004.90.99.99
IMR-3004909992-198801,imports:3004.90.99.92:1988-01,imports,3004.90.99.92,"Coccidiostats, in dosage",198801,199106,69111,IM-3004909991-198801,3004.90.99.91,198801,7,7,57,3004.90.00.81;3004.90.00.89;3004.90.00.90;3004.90.99.91;3004.90.99.92;3004.90.99.93;3004.90.99.99
IMR-3004909993-198803,imports:3004.90.99.93:1988-03,imports,3004.90.99.93,"Tranquilizers, for veterinary use, in dosage",198803,199106,161155,IM-3004909991-198801,3004.90.99.91,198801,7,7,57,3004.90.00.81;3004.90.00.89;3004.90.00.90;3004.90.99.91;3004.90.99.92;3004.90.99.93;3004.90.99.99
IMR-3004909999-198801,imports:3004.90.99.99:1988-01,imports,3004.90.99.99,"Medicaments nes, for veterinary use, in dosage",198801,199712,393958224,IM-3004909991-198801,3004.90.99.91,198801,7,7,57,3004.90.00.81;3004.90.00.89;3004.90.00.90;3004.90.99.91;3004.90.99.92;3004.90.99.93;3004.90.99.99
IMR-3005100010-199801,imports:3005.10.00.10:1998-01,imports,3005.10.00.10,"Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",199801,202606,456885280,IM-3005101000-198801,3005.10.10.00,198801,2,2,58,3005.10.00.10;3005.10.10.00
IMR-3005100091-199801,imports:3005.10.00.91:1998-01,imports,3005.10.00.91,"Adhesive dressings, nes, packaged for retail sale",199801,202606,1674710783,IM-3005109100-198801,3005.10.91.00,198801,2,2,59,3005.10.00.91;3005.10.91.00
IMR-3005100099-199801,imports:3005.10.00.99:1998-01,imports,3005.10.00.99,"Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale",199801,202606,682687861,IM-3005109900-198801,3005.10.99.00,198801,2,2,60,3005.10.00.99;3005.10.99.00
IMR-3005101000-198801,imports:3005.10.10.00:1988-01,imports,3005.10.10.00,"Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",198801,199712,64532479,IM-3005101000-198801,3005.10.10.00,198801,2,2,58,3005.10.00.10;3005.10.10.00
IMR-3005109100-198801,imports:3005.10.91.00:1988-01,imports,3005.10.91.00,"Adhesive dressings, nes, packaged for retail sale",198801,199712,85056257,IM-3005109100-198801,3005.10.91.00,198801,2,2,59,3005.10.00.91;3005.10.91.00
IMR-3005109900-198801,imports:3005.10.99.00:1988-01,imports,3005.10.99.00,"Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale",198801,199712,9717032,IM-3005109900-198801,3005.10.99.00,198801,2,2,60,3005.10.00.99;3005.10.99.00
IMR-3005900010-199801,imports:3005.90.00.10:1998-01,imports,3005.90.00.10,Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts,199801,200112,9059334,IM-3005901000-198801,3005.90.10.00,198801,8,8,61,3005.90.00.10;3005.90.00.50;3005.90.00.60;3005.90.00.90;3005.90.10.00;3005.90.92.00;3005.90.93.00;3005.90.99.00
IMR-3005900010-200201,imports:3005.90.00.10:2002-01,imports,3005.90.00.10,"Bandages & slabs of tex fab, coated w plaster;o art used for orthopaedic casts",200201,201112,32551416,IM-3005901000-198801,3005.90.10.00,198801,8,8,61,3005.90.00.10;3005.90.00.50;3005.90.00.60;3005.90.00.90;3005.90.10.00;3005.90.92.00;3005.90.93.00;3005.90.99.00
IMR-3005900020-199801,imports:3005.90.00.20:1998-01,imports,3005.90.00.20,"Dressings & sim articles coated or impreg w pharm substances, nes",199801,200112,17548598,IM-3005902000-198801,3005.90.20.00,198801,2,2,62,3005.90.00.20;3005.90.20.00
IMR-3005900020-200201,imports:3005.90.00.20:2002-01,imports,3005.90.00.20,"Dressings & sim articles, coated or impreg w pharm substances, nes",200201,202606,620521402,IM-3005902000-198801,3005.90.20.00,198801,2,2,62,3005.90.00.20;3005.90.20.00
IMR-3005900030-199801,imports:3005.90.00.30:1998-01,imports,3005.90.00.30,"Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",199801,202606,457469170,IM-3005903000-198801,3005.90.30.00,198801,2,2,63,3005.90.00.30;3005.90.30.00
IMR-3005900040-199801,imports:3005.90.00.40:1998-01,imports,3005.90.00.40,"Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes",199801,200112,15492187,IM-3005909100-198801,3005.90.91.00,198801,2,2,64,3005.90.00.40;3005.90.91.00
IMR-3005900040-200201,imports:3005.90.00.40:2002-01,imports,3005.90.00.40,"Dressings & sim art of woven fab,o/t of cotton; of knit fab,n-wov or felts,nes",200201,202606,300818598,IM-3005909100-198801,3005.90.91.00,198801,2,2,64,3005.90.00.40;3005.90.91.00
IMR-3005900050-199801,imports:3005.90.00.50:1998-01,imports,3005.90.00.50,"Dressings and sim articles of woven fabric solely of cotton, nes",199801,200112,13133003,IM-3005901000-198801,3005.90.10.00,198801,8,8,61,3005.90.00.10;3005.90.00.50;3005.90.00.60;3005.90.00.90;3005.90.10.00;3005.90.92.00;3005.90.93.00;3005.90.99.00
IMR-3005900050-200201,imports:3005.90.00.50:2002-01,imports,3005.90.00.50,"Dressings and sim articles, of woven fabric solely of cotton, nes",200201,201112,34164366,IM-3005901000-198801,3005.90.10.00,198801,8,8,61,3005.90.00.10;3005.90.00.50;3005.90.00.60;3005.90.00.90;3005.90.10.00;3005.90.92.00;3005.90.93.00;3005.90.99.00
IMR-3005900060-199801,imports:3005.90.00.60:1998-01,imports,3005.90.00.60,"Dressings and similar articles of paper, nes",199801,200112,256026,IM-3005901000-198801,3005.90.10.00,198801,8,8,61,3005.90.00.10;3005.90.00.50;3005.90.00.60;3005.90.00.90;3005.90.10.00;3005.90.92.00;3005.90.93.00;3005.90.99.00
IMR-3005900060-200201,imports:3005.90.00.60:2002-01,imports,3005.90.00.60,"Dressings and similar articles, of paper, nes",200201,201112,1414250,IM-3005901000-198801,3005.90.10.00,198801,8,8,61,3005.90.00.10;3005.90.00.50;3005.90.00.60;3005.90.00.90;3005.90.10.00;3005.90.92.00;3005.90.93.00;3005.90.99.00
IMR-3005900090-199801,imports:3005.90.00.90:1998-01,imports,3005.90.00.90,"Dressings and similar articles packaged for medical use, nes",199801,200112,79284176,IM-3005901000-198801,3005.90.10.00,198801,8,8,61,3005.90.00.10;3005.90.00.50;3005.90.00.60;3005.90.00.90;3005.90.10.00;3005.90.92.00;3005.90.93.00;3005.90.99.00
IMR-3005900090-200201,imports:3005.90.00.90:2002-01,imports,3005.90.00.90,"Dressings and similar articles, packaged for medical use, nes",200201,201112,377774051,IM-3005901000-198801,3005.90.10.00,198801,8,8,61,3005.90.00.10;3005.90.00.50;3005.90.00.60;3005.90.00.90;3005.90.10.00;3005.90.92.00;3005.90.93.00;3005.90.99.00
IMR-3005900090-201201,imports:3005.90.00.90:2012-01,imports,3005.90.00.90,"Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",201201,202606,1052516013,IM-3005901000-198801,3005.90.10.00,198801,8,8,61,3005.90.00.10;3005.90.00.50;3005.90.00.60;3005.90.00.90;3005.90.10.00;3005.90.92.00;3005.90.93.00;3005.90.99.00
IMR-3005901000-198801,imports:3005.90.10.00:1988-01,imports,3005.90.10.00,Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts,198801,199712,10103909,IM-3005901000-198801,3005.90.10.00,198801,8,8,61,3005.90.00.10;3005.90.00.50;3005.90.00.60;3005.90.00.90;3005.90.10.00;3005.90.92.00;3005.90.93.00;3005.90.99.00
IMR-3005902000-198801,imports:3005.90.20.00:1988-01,imports,3005.90.20.00,"Dressings & sim articles coated or impreg w pharm substances, nes",198801,199712,35108734,IM-3005902000-198801,3005.90.20.00,198801,2,2,62,3005.90.00.20;3005.90.20.00
IMR-3005903000-198801,imports:3005.90.30.00:1988-01,imports,3005.90.30.00,"Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",198801,199712,102059460,IM-3005903000-198801,3005.90.30.00,198801,2,2,63,3005.90.00.30;3005.90.30.00
IMR-3005909100-198801,imports:3005.90.91.00:1988-01,imports,3005.90.91.00,"Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes",198801,199712,21207608,IM-3005909100-198801,3005.90.91.00,198801,2,2,64,3005.90.00.40;3005.90.91.00
IMR-3005909200-198801,imports:3005.90.92.00:1988-01,imports,3005.90.92.00,"Dressings and sim articles of woven fabric solely of cotton, nes",198801,199712,46712311,IM-3005901000-198801,3005.90.10.00,198801,8,8,61,3005.90.00.10;3005.90.00.50;3005.90.00.60;3005.90.00.90;3005.90.10.00;3005.90.92.00;3005.90.93.00;3005.90.99.00
IMR-3005909300-198801,imports:3005.90.93.00:1988-01,imports,3005.90.93.00,"Dressings and similar articles of paper, nes",198801,199712,1808053,IM-3005901000-198801,3005.90.10.00,198801,8,8,61,3005.90.00.10;3005.90.00.50;3005.90.00.60;3005.90.00.90;3005.90.10.00;3005.90.92.00;3005.90.93.00;3005.90.99.00
IMR-3005909900-198801,imports:3005.90.99.00:1988-01,imports,3005.90.99.00,"Dressings and similar articles packaged for medical use, nes",198801,199712,19543614,IM-3005901000-198801,3005.90.10.00,198801,8,8,61,3005.90.00.10;3005.90.00.50;3005.90.00.60;3005.90.00.90;3005.90.10.00;3005.90.92.00;3005.90.93.00;3005.90.99.00
IMR-3006100010-198801,imports:3006.10.00.10:1988-01,imports,3006.10.00.10,Sterile surgical catgut & similar sterile suture mat for surgical wound closure,198801,200112,336323742,IM-3006100010-198801,3006.10.00.10,198801,1,1,65,3006.10.00.10
IMR-3006100010-200201,imports:3006.10.00.10:2002-01,imports,3006.10.00.10,"Sterile surgical catgut & similar sterile suture mat, for surgical wound closure",200201,202606,1283989911,IM-3006100010-198801,3006.10.00.10,198801,1,1,65,3006.10.00.10
IMR-3006100090-198801,imports:3006.10.00.90:1988-01,imports,3006.10.00.90,"Laminaria & laminaria tents, sterile; sterile absorbable surg/dental haemostatic",198801,202606,539248536,IM-3006100090-198801,3006.10.00.90,198801,1,1,66,3006.10.00.90
IMR-3006200010-199801,imports:3006.20.00.10:1998-01,imports,3006.20.00.10,"Blood-grouping reagents, of human origin",199801,201112,300034808,IM-3006201000-198801,3006.20.10.00,198801,4,4,67,3006.20.00.10;3006.20.00.90;3006.20.10.00;3006.20.90.00
IMR-3006200020-199801,imports:3006.20.00.20:1998-01,imports,3006.20.00.20,"Blood-grouping reagents, of animal origin",199801,202112,101885670,IM-3006202000-198801,3006.20.20.00,198801,2,2,68,3006.20.00.20;3006.20.20.00
IMR-3006200090-199801,imports:3006.20.00.90:1998-01,imports,3006.20.00.90,"Blood-grouping reagents, except of human or animal origin",199801,201112,16629552,IM-3006201000-198801,3006.20.10.00,198801,4,4,67,3006.20.00.10;3006.20.00.90;3006.20.10.00;3006.20.90.00
IMR-3006200090-201201,imports:3006.20.00.90:2012-01,imports,3006.20.00.90,"Blood-grouping reagents, other than of animal origin, nes",201201,202112,142748427,IM-3006201000-198801,3006.20.10.00,198801,4,4,67,3006.20.00.10;3006.20.00.90;3006.20.10.00;3006.20.90.00
IMR-3006201000-198801,imports:3006.20.10.00:1988-01,imports,3006.20.10.00,"Blood-grouping reagents, of human origin",198801,199712,140148071,IM-3006201000-198801,3006.20.10.00,198801,4,4,67,3006.20.00.10;3006.20.00.90;3006.20.10.00;3006.20.90.00
IMR-3006202000-198801,imports:3006.20.20.00:1988-01,imports,3006.20.20.00,"Blood-grouping reagents, of animal origin",198801,199712,6909500,IM-3006202000-198801,3006.20.20.00,198801,2,2,68,3006.20.00.20;3006.20.20.00
IMR-3006209000-198801,imports:3006.20.90.00:1988-01,imports,3006.20.90.00,"Blood-grouping reagents, except of human or animal origin",198801,199712,15915707,IM-3006201000-198801,3006.20.10.00,198801,4,4,67,3006.20.00.10;3006.20.00.90;3006.20.10.00;3006.20.90.00
IMR-3006300010-199801,imports:3006.30.00.10:1998-01,imports,3006.30.00.10,Opacifying preparations for X-ray examinations,199801,200112,62836383,IM-3006301000-198801,3006.30.10.00,198801,2,2,69,3006.30.00.10;3006.30.10.00
IMR-3006300010-200201,imports:3006.30.00.10:2002-01,imports,3006.30.00.10,"Opacifying, preparations for X-ray examinations",200201,202606,306368203,IM-3006301000-198801,3006.30.10.00,198801,2,2,69,3006.30.00.10;3006.30.10.00
IMR-3006300020-199801,imports:3006.30.00.20:1998-01,imports,3006.30.00.20,Allergenics prepared for parenteral administration,199801,200112,4672794,IM-3006309100-198801,3006.30.91.00,198801,4,4,70,3006.30.00.20;3006.30.00.90;3006.30.91.00;3006.30.99.00
IMR-3006300020-200201,imports:3006.30.00.20:2002-01,imports,3006.30.00.20,"Allergenics, prepared for parenteral administration",200201,201112,13090987,IM-3006309100-198801,3006.30.91.00,198801,4,4,70,3006.30.00.20;3006.30.00.90;3006.30.91.00;3006.30.99.00
IMR-3006300090-199801,imports:3006.30.00.90:1998-01,imports,3006.30.00.90,"Diagnostic reagents designed to be administered to the patient, nes",199801,200112,43280945,IM-3006309100-198801,3006.30.91.00,198801,4,4,70,3006.30.00.20;3006.30.00.90;3006.30.91.00;3006.30.99.00
IMR-3006300090-200201,imports:3006.30.00.90:2002-01,imports,3006.30.00.90,"Diagnostic reagents, designed to be administered to the patient, nes",200201,202606,1131115096,IM-3006309100-198801,3006.30.91.00,198801,4,4,70,3006.30.00.20;3006.30.00.90;3006.30.91.00;3006.30.99.00
IMR-3006301000-198801,imports:3006.30.10.00:1988-01,imports,3006.30.10.00,Opacifying preparations for X-ray examinations,198801,199712,207390256,IM-3006301000-198801,3006.30.10.00,198801,2,2,69,3006.30.00.10;3006.30.10.00
IMR-3006309100-198801,imports:3006.30.91.00:1988-01,imports,3006.30.91.00,Allergenics prepared for parenteral administration,198801,199712,8572971,IM-3006309100-198801,3006.30.91.00,198801,4,4,70,3006.30.00.20;3006.30.00.90;3006.30.91.00;3006.30.99.00
IMR-3006309900-198801,imports:3006.30.99.00:1988-01,imports,3006.30.99.00,"Diagnostic reagents designed to be administered to the patient, nes",198801,199712,53976365,IM-3006309100-198801,3006.30.91.00,198801,4,4,70,3006.30.00.20;3006.30.00.90;3006.30.91.00;3006.30.99.00
IMR-3006400010-199801,imports:3006.40.00.10:1998-01,imports,3006.40.00.10,Dental cements and bone reconstruction cements,199801,202606,984533064,IM-3006401010-198801,3006.40.10.10,198801,2,2,71,3006.40.00.10;3006.40.10.10
IMR-3006400020-199801,imports:3006.40.00.20:1998-01,imports,3006.40.00.20,Points for filling dental root canals,199801,200112,8851671,IM-3006401020-198801,3006.40.10.20,198801,6,6,72,3006.40.00.20;3006.40.00.30;3006.40.00.90;3006.40.10.20;3006.40.20.00;3006.40.90.00
IMR-3006400020-200201,imports:3006.40.00.20:2002-01,imports,3006.40.00.20,"Points, for filling dental root canals",200201,201112,23327268,IM-3006401020-198801,3006.40.10.20,198801,6,6,72,3006.40.00.20;3006.40.00.30;3006.40.00.90;3006.40.10.20;3006.40.20.00;3006.40.90.00
IMR-3006400030-199801,imports:3006.40.00.30:1998-01,imports,3006.40.00.30,"Dental fillings of composition metals, except those in powder or pellet form",199801,201112,18807739,IM-3006401020-198801,3006.40.10.20,198801,6,6,72,3006.40.00.20;3006.40.00.30;3006.40.00.90;3006.40.10.20;3006.40.20.00;3006.40.90.00
IMR-3006400090-199801,imports:3006.40.00.90:1998-01,imports,3006.40.00.90,"Dental fillings, nes",199801,201112,308870298,IM-3006401020-198801,3006.40.10.20,198801,6,6,72,3006.40.00.20;3006.40.00.30;3006.40.00.90;3006.40.10.20;3006.40.20.00;3006.40.90.00
IMR-3006400090-201201,imports:3006.40.00.90:2012-01,imports,3006.40.00.90,"Other dental fillings, nes",201201,202606,768304576,IM-3006401020-198801,3006.40.10.20,198801,6,6,72,3006.40.00.20;3006.40.00.30;3006.40.00.90;3006.40.10.20;3006.40.20.00;3006.40.90.00
IMR-3006401010-198801,imports:3006.40.10.10:1988-01,imports,3006.40.10.10,Dental cements and bone reconstruction cements,198801,199712,82885877,IM-3006401010-198801,3006.40.10.10,198801,2,2,71,3006.40.00.10;3006.40.10.10
IMR-3006401020-198801,imports:3006.40.10.20:1988-01,imports,3006.40.10.20,Points for filling dental root canals,198801,199712,12822836,IM-3006401020-198801,3006.40.10.20,198801,6,6,72,3006.40.00.20;3006.40.00.30;3006.40.00.90;3006.40.10.20;3006.40.20.00;3006.40.90.00
IMR-3006402000-198801,imports:3006.40.20.00:1988-01,imports,3006.40.20.00,"Dental fillings of composition metals, except those in powder or pellet form",198801,199712,12771217,IM-3006401020-198801,3006.40.10.20,198801,6,6,72,3006.40.00.20;3006.40.00.30;3006.40.00.90;3006.40.10.20;3006.40.20.00;3006.40.90.00
IMR-3006409000-198801,imports:3006.40.90.00:1988-01,imports,3006.40.90.00,"Dental fillings, nes",198801,199712,83063425,IM-3006401020-198801,3006.40.10.20,198801,6,6,72,3006.40.00.20;3006.40.00.30;3006.40.00.90;3006.40.10.20;3006.40.20.00;3006.40.90.00
IMR-3006500000-198801,imports:3006.50.00.00:1988-01,imports,3006.50.00.00,First-aid boxes and kits,198801,202606,188007647,IM-3006500000-198801,3006.50.00.00,198801,1,1,73,3006.50.00.00
IMR-3006600000-201701,imports:3006.60.00.00:2017-01,imports,3006.60.00.00,"Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",201701,202606,1529593132,IM-3006600011-198801,3006.60.00.11,198801,5,5,74,3006.60.00.00;3006.60.00.10;3006.60.00.11;3006.60.00.19;3006.60.00.90
